UEIdx,lambdaBS,lambdaUE,numBlockers,deployRange,discoveryDelay,failureDetectionDelay,connectionSetupDelay,signalingAfterRachDelay,frameHopCount,frameDeliveryDelay,minRatereq,powerFac,lower_bound_thresh,GroupCount,mean_meanOutageDuration_wo_CF,std_meanOutageDuration_wo_CF,median_meanOutageDuration_wo_CF,mean_outageProbability_wo_CF,std_outageProbability_wo_CF,median_outageProbability_wo_CF,mean_meanOutageDuration,std_meanOutageDuration,median_meanOutageDuration,mean_outageProbability,std_outageProbability,median_outageProbability,,,,
36,25,750,981,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,18,0.070791996,0.003360156,0.07,0.000342125,0.001369019,1.94E-05,0.070780841,0.003312826,0.07,0.000341354,0.001365746,1.94E-05,,,,
37,25,750,981,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,18,0.069749335,0.001063483,0.07,0.000226551,0.000878681,1.94E-05,0.069749335,0.001063483,0.07,0.000226551,0.000878681,1.94E-05,,,,
38,25,750,981,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,18,0.07,2.86E-17,0.07,1.94E-05,3.49E-21,1.94E-05,0.07,2.86E-17,0.07,1.94E-05,3.49E-21,1.94E-05,,,,
39,25,750,981,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,18,0.069816702,0.000777666,0.07,0.00028702,0.001135225,1.94E-05,0.069816702,0.000777666,0.07,0.00028702,0.001135225,1.94E-05,,,,
40,25,750,981,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,18,0.070030848,0.003117126,0.07,0.00059399,0.001725988,1.94E-05,0.070030848,0.003117126,0.07,0.00059399,0.001725988,1.94E-05,,,,
41,25,750,981,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,18,0.069757365,0.001029413,0.07,0.000330321,0.00131894,1.94E-05,0.069757365,0.001029413,0.07,0.000330321,0.00131894,1.94E-05,,,,
42,25,750,981,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,18,0.07,2.86E-17,0.07,1.94E-05,3.49E-21,1.94E-05,0.07,2.86E-17,0.07,1.94E-05,3.49E-21,1.94E-05,,,,
43,25,750,981,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,18,0.07,2.86E-17,0.07,1.94E-05,3.49E-21,1.94E-05,0.07,2.86E-17,0.07,1.94E-05,3.49E-21,1.94E-05,,,,
44,25,750,981,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,18,0.070136487,0.000579067,0.07,0.000285604,0.001129221,1.94E-05,0.070136487,0.000579067,0.07,0.000285604,0.001129221,1.94E-05,,,,
45,25,750,981,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,18,0.069595971,0.001364218,0.07,0.000584647,0.001652292,1.94E-05,0.069595971,0.001364218,0.07,0.000584647,0.001652292,1.94E-05,,,,
46,25,750,981,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,18,0.07015036,0.000637923,0.07,0.000267451,0.001052204,1.94E-05,0.07015036,0.000637923,0.07,0.000267451,0.001052204,1.94E-05,,,,
47,25,750,981,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,18,0.095728559,0.110661514,0.07,0.001856529,0.006634159,1.94E-05,0.095728559,0.110661514,0.07,0.001856529,0.006634159,1.94E-05,,,,
48,25,750,981,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,18,0.12193148,0.152167335,0.07,0.002142562,0.008616424,1.94E-05,0.12193148,0.152167335,0.07,0.002142562,0.008616424,1.94E-05,,,,
49,25,750,981,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,18,0.069969174,0.001947873,0.07,0.000594702,0.001682998,1.94E-05,0.069969174,0.001947873,0.07,0.000594702,0.001682998,1.94E-05,,,,
50,25,750,981,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,18,0.070407819,0.001649282,0.07,0.000686042,0.001943797,1.94E-05,0.070407819,0.001649282,0.07,0.000686042,0.001943797,1.94E-05,,,,
51,25,750,981,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,18,0.095263512,0.107782163,0.07,0.001278505,0.004215195,1.94E-05,0.095263512,0.107782163,0.07,0.001278505,0.004215195,1.94E-05,,,,
52,25,750,981,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,18,0.125146965,0.160791808,0.07,0.002297441,0.008296371,1.94E-05,0.125146965,0.160791808,0.07,0.002297441,0.008296371,1.94E-05,,,,
53,25,750,981,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,18,0.111937974,0.126253635,0.07,0.001283259,0.005056987,1.94E-05,0.092607576,0.113068525,0.07,0.001213455,0.005065759,1.94E-05,,,,
54,25,750,981,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,18,0.07,2.86E-17,0.07,1.94E-05,3.49E-21,1.94E-05,0.07,2.86E-17,0.07,1.94E-05,3.49E-21,1.94E-05,,,,
55,25,750,981,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,18,0.07009448,0.000400846,0.07,0.000372441,0.00149764,1.94E-05,0.07009448,0.000400846,0.07,0.000372441,0.00149764,1.94E-05,,,,
56,25,750,981,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,18,0.069815176,0.00078414,0.07,0.000313661,0.001248253,1.94E-05,0.069815176,0.00078414,0.07,0.000313661,0.001248253,1.94E-05,,,,
57,25,750,981,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,18,0.070247875,0.001051643,0.07,0.000322876,0.001287351,1.94E-05,0.070247875,0.001051643,0.07,0.000322876,0.001287351,1.94E-05,,,,
58,25,750,981,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,18,0.099538156,0.125319784,0.07,0.002868948,0.012089421,1.94E-05,0.099538156,0.125319784,0.07,0.002868948,0.012089421,1.94E-05,,,,
59,25,750,981,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,18,0.100959621,0.133272431,0.07,0.003086554,0.010744979,1.94E-05,0.100959621,0.133272431,0.07,0.003086554,0.010744979,1.94E-05,,,,
60,25,750,981,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,18,0.096931645,0.114261295,0.07,0.001242624,0.005189513,1.94E-05,0.096931645,0.114261295,0.07,0.001242624,0.005189513,1.94E-05,,,,
61,25,750,981,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,18,0.07,2.86E-17,0.07,1.94E-05,3.49E-21,1.94E-05,0.07,2.86E-17,0.07,1.94E-05,3.49E-21,1.94E-05,,,,
62,25,750,981,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,18,0.101000915,0.129005077,0.07,0.001528071,0.004975902,1.94E-05,0.101000915,0.129005077,0.07,0.001528071,0.004975902,1.94E-05,,,,
63,25,750,981,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,18,0.098849094,0.120359863,0.07,0.002626888,0.008685547,1.94E-05,0.098849094,0.120359863,0.07,0.002626888,0.008685547,1.94E-05,,,,
64,25,750,981,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,18,0.0943029,0.106742746,0.07,0.00181086,0.006347983,1.94E-05,0.0943029,0.106742746,0.07,0.00181086,0.006347983,1.94E-05,,,,
65,25,750,981,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,18,0.101864821,0.135073593,0.07,0.000943769,0.00334056,1.94E-05,0.101864821,0.135073593,0.07,0.000943769,0.00334056,1.94E-05,,,,
66,25,750,981,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,18,0.07,2.86E-17,0.07,1.94E-05,3.49E-21,1.94E-05,0.07,2.86E-17,0.07,1.94E-05,3.49E-21,1.94E-05,,,,
67,25,750,981,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,18,0.120539204,0.147799136,0.07,0.000893541,0.002028024,1.94E-05,0.120539204,0.147799136,0.07,0.000893541,0.002028024,1.94E-05,,,,
68,25,750,981,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,18,0.10184535,0.134615429,0.07,0.002114637,0.006641268,1.94E-05,0.10184535,0.134615429,0.07,0.002114637,0.006641268,1.94E-05,,,,
69,25,750,981,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,18,0.070035528,0.000150731,0.07,0.000301794,0.001197909,1.94E-05,0.070035528,0.000150731,0.07,0.000301794,0.001197909,1.94E-05,,,,
70,25,750,981,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,18,0.069197107,0.002381824,0.07,0.000519206,0.001457264,1.94E-05,0.069197107,0.002381824,0.07,0.000519206,0.001457264,1.94E-05,,,,
71,25,750,981,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,18,0.096908841,0.111608232,0.07,0.001589218,0.005288198,1.94E-05,0.096313328,0.1090823,0.07,0.001565232,0.005190679,1.94E-05,,,,
72,25,750,981,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,18,0.069957256,0.003239185,0.07,0.001066218,0.002032234,1.94E-05,0.069957256,0.003239185,0.07,0.001066218,0.002032234,1.94E-05,,,,
73,25,750,981,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,18,0.150937692,0.186747309,0.07,0.004309674,0.010550195,1.94E-05,0.117525434,0.151878203,0.07,0.002685467,0.008543508,1.94E-05,,,,
74,25,750,981,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,18,0.070202274,0.000858174,0.07,0.000376341,0.001514183,1.94E-05,0.070202274,0.000858174,0.07,0.000376341,0.001514183,1.94E-05,,,,
75,25,750,981,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,18,0.06957411,0.004674896,0.07,0.000839222,0.00179178,1.94E-05,0.066088586,0.015915122,0.07,0.000702706,0.001737913,1.94E-05,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000795408,7.89E-04,1.79E+01,1.63E-03
